CV,Keyword,Keyword Frequency,Sentiment Score
CV 136,Problem Solving,0,1.0
CV 137,Leadership,5,0.5605095126143059
CV 137,Innovation,9,0.6302002627900929
CV 137,Teamwork,8,1.0
CV 137,Communication,4,0.9094802636222051
CV 137,Problem Solving,0,1.0
CV 138,Leadership,5,0.5151146901960838
CV 138,Innovation,7,0.6149528093134288
CV 138,Teamwork,11,1.0
CV 138,Communication,7,0.8563295148744346
CV 138,Problem Solving,0,0.9331961518596659
CV 139,Leadership,6,0.5190788662878224
CV 139,Innovation,8,0.5681157136677187
CV 139,Teamwork,8,1.0
CV 139,Communication,3,0.8914381945214616
CV 139,Problem Solving,3,0.9577452851719872
CV 140,Leadership,6,0.522870664940303
CV 140,Innovation,10,0.6221781310014165
CV 140,Teamwork,8,1.0
CV 140,Communication,7,0.8860308607457188
CV 140,Problem Solving,3,1.0
CV 141,Leadership,3,0.5523236996351271
CV 141,Innovation,10,0.5831535150857559
CV 141,Teamwork,11,1.0
CV 141,Communication,4,0.8498030442162237
CV 141,Problem Solving,2,0.9459542010391027
CV 142,Leadership,2,0.5608060624627045
CV 142,Innovation,8,0.6179981832824116
CV 142,Teamwork,10,1.0
CV 142,Communication,4,0.9018112017604994
CV 142,Problem Solving,0,1.0
CV 143,Leadership,5,0.4909770066456333
CV 143,Innovation,6,0.6096755572982363
CV 143,Teamwork,7,0.9683941820921805
CV 143,Communication,7,0.8597491527357218
CV 143,Problem Solving,2,0.9663074993822898
CV 144,Leadership,4,0.5611734545206037
CV 144,Innovation,8,0.6162436477051808
CV 144,Teamwork,8,1.0
CV 144,Communication,5,0.8681186739275457
CV 144,Problem Solving,0,0.9867771829796688
CV 145,Leadership,6,0.562745776977756
CV 145,Innovation,7,0.5735522510336142
CV 145,Teamwork,9,1.0
CV 145,Communication,6,0.9164962848326558
CV 145,Problem Solving,1,1.0
CV 146,Leadership,2,0.5725618818098605
CV 146,Innovation,7,0.5516921072482381
CV 146,Teamwork,8,0.9988111604944419
CV 146,Communication,4,0.8433413280704691
CV 146,Problem Solving,4,0.9357688952701853
CV 147,Leadership,3,0.5568849194898474
CV 147,Innovation,7,0.5442338377837787
CV 147,Teamwork,8,0.9735494654475811
CV 147,Communication,6,0.8513812355012704
CV 147,Problem Solving,4,0.9617811215725804
CV 148,Leadership,6,0.5176811332400899
CV 148,Innovation,9,0.5556595553126394
CV 148,Teamwork,10,1.0
CV 148,Communication,4,0.8486839930787857
CV 148,Problem Solving,2,1.0
CV 149,Leadership,2,0.5163274636394449
CV 149,Innovation,6,0.6196650491496438
CV 149,Teamwork,10,0.9652411261384407
CV 149,Communication,6,0.8826639792782641
CV 149,Problem Solving,2,1.0
CV 150,Leadership,3,0.5480678989384071
CV 150,Innovation,6,0.5755494053982424
CV 150,Teamwork,10,0.9948787749463964
CV 150,Communication,7,0.8340857369919108
CV 150,Problem Solving,0,0.983595446833584
CV 151,Leadership,4,0.5378501364448415
CV 151,Innovation,7,0.5524836951273528
CV 151,Teamwork,8,0.993919249955699
CV 151,Communication,6,0.8868731219229556
CV 151,Problem Solving,0,0.9910647252419629
CV 152,Leadership,4,0.5121972277692691
CV 152,Innovation,7,0.5430383619117211
CV 152,Teamwork,9,1.0
CV 152,Communication,7,0.8478357113110239
CV 152,Problem Solving,3,0.9932905075038507
CV 153,Leadership,6,0.5287340083290761
CV 153,Innovation,6,0.6005019465065362
CV 153,Teamwork,10,1.0
CV 153,Communication,7,0.8590722186015964
CV 153,Problem Solving,1,0.9333867334323322
CV 154,Leadership,5,0.560863494868082
CV 154,Innovation,10,0.6322739832152308
CV 154,Teamwork,9,0.9876499047760481
CV 154,Communication,6,0.8727441357765978
CV 154,Problem Solving,4,1.0
CV 155,Leadership,2,0.51722957434907
CV 155,Innovation,7,0.6170618636544604
CV 155,Teamwork,7,1.0
CV 155,Communication,7,0.8843903989998565
CV 155,Problem Solving,2,0.961585716769854
CV 156,Leadership,4,0.49712037123064196
CV 156,Innovation,6,0.5638994622974124
CV 156,Teamwork,7,1.0
CV 156,Communication,6,0.8399821848465395
CV 156,Problem Solving,2,0.9795128958455473
CV 157,Leadership,4,0.53406059329949
CV 157,Innovation,6,0.63739693799503
CV 157,Teamwork,8,0.975640904425754
CV 157,Communication,6,0.8586169097802804
CV 157,Problem Solving,1,0.9643259873671339
CV 158,Leadership,5,0.5527071669062322
CV 158,Innovation,9,0.5551103535704427
CV 158,Teamwork,9,1.0
CV 158,Communication,7,0.9114096647420806
CV 158,Problem Solving,1,0.9853302302220927
CV 159,Leadership,2,0.49798707553480515
CV 159,Innovation,6,0.5794314430641997
CV 159,Teamwork,10,0.9755193943566943
CV 159,Communication,5,0.8737286590561731
CV 159,Problem Solving,1,0.9661691031056026
CV 160,Leadership,3,0.5684724737516675
CV 160,Innovation,6,0.571459687228921
CV 160,Teamwork,7,0.971662706945322
CV 160,Communication,6,0.8290705732063839
CV 160,Problem Solving,1,0.9385193404497245
CV 161,Leadership,2,0.5063850177246781
CV 161,Innovation,10,0.5436112189136901
CV 161,Teamwork,10,0.9507596208863636
CV 161,Communication,5,0.8265281358289057
CV 161,Problem Solving,0,1.0
CV 162,Leadership,6,0.5363139110365253
CV 162,Innovation,10,0.6026613593884652
CV 162,Teamwork,10,0.9946471878612828
CV 162,Communication,5,0.8330981331275042
CV 162,Problem Solving,2,0.9397317045749949
CV 163,Leadership,6,0.5178601074313077
CV 163,Innovation,7,0.638140220730461
CV 163,Teamwork,7,0.9543005332335568
CV 163,Communication,5,0.8246511427297524
CV 163,Problem Solving,2,1.0
CV 164,Leadership,3,0.5180057351585448
CV 164,Innovation,8,0.6216863126495805
CV 164,Teamwork,11,1.0
CV 164,Communication,5,0.8320474363496217
CV 164,Problem Solving,4,0.9436637085267131
CV 165,Leadership,3,0.5140496159636021
CV 165,Innovation,8,0.6339230951501234
CV 165,Teamwork,11,0.9988670506154124
CV 165,Communication,6,0.8872713782756751
CV 165,Problem Solving,2,0.9758697135431749
CV 166,Leadership,3,0.5065790094070128
CV 166,Innovation,7,0.6153273192450669
CV 166,Teamwork,8,1.0
CV 166,Communication,3,0.8546658146874464
CV 166,Problem Solving,1,1.0
CV 167,Leadership,3,0.5822302254010208
CV 167,Innovation,8,0.565091289724932
CV 167,Teamwork,9,0.9798192621150656
CV 167,Communication,7,0.8441753604167901
CV 167,Problem Solving,4,1.0
CV 168,Leadership,2,0.5652599072067945
CV 168,Innovation,8,0.5415034560626398
CV 168,Teamwork,8,1.0
CV 168,Communication,7,0.8672591529051115
CV 168,Problem Solving,2,1.0
CV 169,Leadership,2,0.5487350187107833
CV 169,Innovation,7,0.6025153856279326
CV 169,Teamwork,7,0.9768504219382504
CV 169,Communication,4,0.8768661980845285
CV 169,Problem Solving,3,0.9454322468883629
CV 170,Leadership,5,0.5720840987973028
CV 170,Innovation,7,0.5573674266476001
CV 170,Teamwork,8,1.0
CV 170,Communication,4,0.854808564185685
CV 170,Problem Solving,1,0.9334874562430447
CV 171,Leadership,5,0.5576133400976426
CV 171,Innovation,7,0.6174404091716218
CV 171,Teamwork,8,1.0
CV 171,Communication,3,0.8974058405501512
CV 171,Problem Solving,4,0.9679989105413148
CV 172,Leadership,3,0.5741162122587823
CV 172,Innovation,8,0.5908165442442919
CV 172,Teamwork,11,1.0
CV 172,Communication,3,0.8608125486868524
CV 172,Problem Solving,1,0.9510495771936034
CV 173,Leadership,4,0.5739078643535221
CV 173,Innovation,6,0.5799703471329809
CV 173,Teamwork,10,1.0
CV 173,Communication,6,0.8719138783000735
CV 173,Problem Solving,3,0.9786618797924487
CV 174,Leadership,5,0.4925441758518255
CV 174,Innovation,6,0.5816603538151138
CV 174,Teamwork,10,1.0
CV 174,Communication,7,0.9073875279188948
CV 174,Problem Solving,1,0.9340624094945187
CV 175,Leadership,5,0.5114668141328673
CV 175,Innovation,10,0.5493728938323321
CV 175,Teamwork,7,0.9920148609791873
CV 175,Communication,7,0.8750136637057785
CV 175,Problem Solving,4,0.9459109481336139
CV 176,Leadership,3,0.5242723173721059
CV 176,Innovation,6,0.6242795519751438
CV 176,Teamwork,8,1.0
CV 176,Communication,6,0.8979075804333664
CV 176,Problem Solving,0,0.9348107228575779
CV 177,Leadership,5,0.5879188132455673
CV 177,Innovation,7,0.6304073318094824
CV 177,Teamwork,10,0.990631572317786
CV 177,Communication,4,0.8226151807018809
CV 177,Problem Solving,2,1.0
CV 178,Leadership,6,0.540472638148327
CV 178,Innovation,6,0.5720129695958419
CV 178,Teamwork,10,0.9648856031554957
CV 178,Communication,3,0.8694806090839359
CV 178,Problem Solving,3,0.9971243019401219
CV 179,Leadership,6,0.5086639800768294
CV 179,Innovation,10,0.6215008747044887
CV 179,Teamwork,8,1.0
CV 179,Communication,6,0.8312752000112589
CV 179,Problem Solving,4,0.984899425295231
CV 180,Leadership,3,0.5591435621388026
CV 180,Innovation,6,0.6341394121593995
CV 180,Teamwork,8,0.9582890724025448
CV 180,Communication,4,0.8829676503057424
CV 180,Problem Solving,0,0.9873698019086552
CV 181,Leadership,5,0.5836463055581194
CV 181,Innovation,9,0.589745940045377
CV 181,Teamwork,8,0.9976386183778224
CV 181,Communication,3,0.9069757038005644
CV 181,Problem Solving,0,0.9395437771293471
CV 182,Leadership,6,0.5215429512222369
CV 182,Innovation,10,0.5805741072647099
CV 182,Teamwork,9,1.0
CV 182,Communication,7,0.8663161458360973
CV 182,Problem Solving,2,0.9739468460740562
CV 183,Leadership,2,0.5289145773342866
CV 183,Innovation,9,0.6111698428611232
CV 183,Teamwork,8,0.9948924642364665
CV 183,Communication,4,0.8595316206914756
CV 183,Problem Solving,2,0.9874068312374772
CV 184,Leadership,4,0.5432363109346897
CV 184,Innovation,7,0.5924173817420326
CV 184,Teamwork,11,0.9837939053043917
CV 184,Communication,5,0.8638394634246049
CV 184,Problem Solving,4,1.0
CV 185,Leadership,2,0.5043082160606457
CV 185,Innovation,10,0.6380307714402065
CV 185,Teamwork,11,0.9549843069941515
CV 185,Communication,6,0.8448388260293471
CV 185,Problem Solving,1,1.0
CV 186,Leadership,5,0.4929943869450005
CV 186,Innovation,7,0.5541888807036274
CV 186,Teamwork,10,1.0
CV 186,Communication,7,0.88684775519007
CV 186,Problem Solving,4,1.0
CV 187,Leadership,4,0.49439141597832
CV 187,Innovation,8,0.6112384656992434
CV 187,Teamwork,7,0.9667215958163414
CV 187,Communication,5,0.8334296897155846
CV 187,Problem Solving,3,1.0
CV 188,Leadership,3,0.5422573685271009
CV 188,Innovation,10,0.6025777707985384
CV 188,Teamwork,9,0.9505177455809494
CV 188,Communication,6,0.8513616140849696
CV 188,Problem Solving,4,0.9550143875916538
CV 189,Leadership,5,0.490893300246298
CV 189,Innovation,6,0.6118511006478067
CV 189,Teamwork,10,0.9791625084350284
CV 189,Communication,5,0.9016803111449029
CV 189,Problem Solving,2,0.9354451625849565
CV 190,Leadership,2,0.5083759773743404
CV 190,Innovation,10,0.5834953513023992
CV 190,Teamwork,10,1.0
CV 190,Communication,5,0.8759751876537795
CV 190,Problem Solving,3,0.959284146653012
CV 191,Leadership,6,0.5843978988748393
CV 191,Innovation,10,0.5892258693391547
CV 191,Teamwork,11,1.0
CV 191,Communication,5,0.884379382832499
CV 191,Problem Solving,1,0.952266617427408
CV 192,Leadership,6,0.5078548333611526
CV 192,Innovation,9,0.628417261461502
CV 192,Teamwork,10,0.9977680269986993
CV 192,Communication,5,0.882579066110446
CV 192,Problem Solving,1,0.9639443241549931
CV 193,Leadership,5,0.5086070062027431
CV 193,Innovation,6,0.5499138695285526
CV 193,Teamwork,11,0.9635827721920633
CV 193,Communication,7,0.9073700188098659
CV 193,Problem Solving,1,0.956418521043536
CV 194,Leadership,4,0.51478583761428
CV 194,Innovation,10,0.6113924652307886
CV 194,Teamwork,11,0.9614618353956537
CV 194,Communication,5,0.8547731175271205
CV 194,Problem Solving,3,1.0
CV 195,Leadership,2,0.49549286502201123
CV 195,Innovation,8,0.5969596443584536
CV 195,Teamwork,8,1.0
CV 195,Communication,3,0.8890948380465901
CV 195,Problem Solving,4,1.0
CV 196,Leadership,3,0.5285265413897671
CV 196,Innovation,10,0.5574708361684034
CV 196,Teamwork,7,1.0
CV 196,Communication,7,0.8913993407123457
CV 196,Problem Solving,3,1.0
CV 197,Leadership,3,0.5479289954412659
CV 197,Innovation,8,0.5549635720319249
CV 197,Teamwork,9,0.9525692561696488
CV 197,Communication,5,0.8582836760425736
CV 197,Problem Solving,0,0.9701129044968041
CV 198,Leadership,3,0.5614565977026492
CV 198,Innovation,7,0.6126096959450682
CV 198,Teamwork,9,0.9642189764143663
CV 198,Communication,3,0.8322361172976677
CV 198,Problem Solving,2,0.975848176142959
CV 199,Leadership,3,0.5204903456546403
CV 199,Innovation,8,0.5458468090741299
CV 199,Teamwork,11,1.0
CV 199,Communication,5,0.879894118343205
CV 199,Problem Solving,4,1.0
CV 200,Leadership,5,0.5471880305932222
CV 200,Innovation,6,0.6280867793677112
CV 200,Teamwork,8,1.0
CV 200,Communication,7,0.8209219606356873
CV 200,Problem Solving,2,0.9312081019108203
